Request Per Sec,Response Time
0.025,63.3333
0.025,64.3333
0.0083,61
0.025,66.6667
0.0167,69
0,0
0.0083,61
0.0083,38
0,0
0.0083,30
0.0333,88.5
0.025,42.6667
0.0083,55
0,0
0,0
0.0083,66
0.025,26.3333
0.0583,67.4286
0.0083,29
0,0
0.0167,34.5
0.0083,68
0.0167,33.5
0.0917,99.9091
0,0
0,0
0.0083,56
0.0167,29
0.0083,23
0.025,92.6667
-1,0
0.0083,34
0,0
0.0667,36.875
0.0167,26
0,0
0,0
0,0
0.0083,35
0.025,54.3333
0,0
0.0083,68
0,0
0,0
0.0083,43
0.0333,62.75
0,0
0.0833,56.6
0.0417,64.2
0.075,64.3333
0.0167,59
0.0083,42
0.0083,34
0.0667,35.5
0.025,53
0,0
0.0333,80.75
0.0167,61.5
0.0333,37
0,0
0.0333,54.25
0.0083,143
0.0167,67.5
0.075,77.5556
0,0
0,0
0.0083,72
0,0
0.0167,118.5
0.0583,83.1429
0.0167,59
0.0167,40.5
0.025,25.3333
0.025,38.6667
0.0167,32.5
0.0083,30
0.05,66.6667
0.025,57.6667
0.0333,53.25
0.025,69
0.0167,30.5
0.0583,39.2857
0,0
0.0083,59
0.0083,43
0.0417,84.2
0.0083,60
0.0333,57.25
0,0
0.0333,40
0.025,74.6667
0.0167,61
0.0083,35
0,0
0,0
0,0
0,0
0.025,71.6667
0.0167,63
0.025,32.6667
0.0583,39
0,0
0,0
0.0417,71.6
0.05,44.6667
0.0167,49.5
0.0667,54.75
0.0417,82.4
0,0
0,0
0,0
0.0167,28.5
0.0333,59
0,0
0.0333,31
0.0083,57
0.0417,99
0.0333,34.25
0.0167,34
0.025,48.6667
0.0333,44.5
0.0333,60.5
0.025,38.3333
0.025,29.3333
0.0083,60
0.1083,44.7692
0,0
0.0083,33
0.0167,66.5
0.0083,46
0,0
0,0
0.025,222.3333
0,0
0.0333,78.25
0.0583,67.5714
0.025,58
0.0167,59.5
0,0
0.025,94.6667
0.0333,85
0.0083,49
0.0333,32.5
0.075,37.1111
0.025,55
0.025,64.6667
0.0083,41
0,0
0,0
0.0333,58.5
0,0
0,0
0.0083,37
0,0
0,0
0.0417,39.2
0.0417,30
0,0
0,0
0.05,64.1667
0.0083,43
0.0333,30.25
0.0667,32.5
0,0
0,0
0.025,67.3333
0.0167,50.5
0.0167,66
0.0667,44.125
0,0
0,0
0.075,58.4444
0,0
0.0083,66
0.0083,36
0.0083,59
0,0
0.0167,28.5
0.025,62
0.025,35
0.0167,52
0,0
0.0167,38.5
0,0
0,0
0.0167,38.5
0.0333,30.75
0.0167,49.5
0.05,37
0.0333,81.5
0.0083,20
0.0167,68
0.0167,70
0.025,56
0,0
0.0083,35
0.0667,74.5
0.0083,53
0.0167,39
0.0083,59
0.0417,44.6
0,0
0.025,67.3333
0.05,53.3333
0.0083,107
0,0
0,0
0.0083,68
0.0333,30.75
0.0167,121
0.0667,65.875
0.0083,22
0.0083,56
0.0083,35
0.0333,32.5
0.0167,38.5
0.0333,66.25
0,0
0.0417,91.4
0.025,28.6667
0.0083,41
0,0
0,0
0,0
0,0
0,0
0.0167,69.5
0,0
0.0333,60.75
0.0417,46.2
0.0167,67.5
0,0
0.0167,53.5
0.0667,43.75
0.1,58.3333
0.0083,56
0.0333,43
0.0083,56
0,0
0.0167,65.5
0.0167,64
0.0333,64.5
0,0
0,0
0,0
0.0083,39
0.0167,63
0.0167,31.5
0.025,35.3333
0,0
0.0083,56
0.025,84
0.0417,50.6
0.0083,70
0.0583,95.8571
0,0
0.0333,51
0.0417,61
0.025,53.6667
0.0167,69.5
0.0167,71
0.0417,75.8
0,0
0.1,57.75
0.0083,48
0.0083,61
0.05,41.3333
0.075,57.7778
0.0583,117.1429
0.0833,47.6
0.0417,57.2
0.0833,39.9
0.025,38.6667
0.0083,28
0,0
0.0667,67.25
0.0083,29
0.0083,51
0,0
0.0583,54.1429
0.0333,77.25
0.0083,72
0.0083,65
0.0333,39.5
0.05,79.6667
0.05,49.3333
0.0833,63.6
0,0
0,0
0.0333,75
0.0083,94
0.0083,62
0.0083,32
0.05,63.3333
0.0333,54.75
0.025,37.3333
0.0417,41
0.025,52
0.0583,72.7143
0.0083,37
0,0
0.0667,94.75
0.075,67.2222
0.05,44.1667
0,0
0.0083,51
0.0083,34
0,0
0,0
0,0
0.0167,30
0.025,56.6667
0.0083,79
0.0167,72.5
0.05,67.3333
0.0167,56
0,0
0.0333,34.25
0.0417,80
0.025,56.3333
0.0083,60
0.0667,49.625
0,0
0.0083,44
0.05,72.1667
0.0083,44
0.025,60.6667
0.05,60.3333
0.0417,36.8
0.0167,29.5
0.0167,50
0.0417,52.8
0,0
0.0167,57
0.0417,60.4
0.0083,36
0,0
0.0167,45.5
0.0083,69
0.0083,18
0.0083,30
0.1083,46.6154
0,0
0,0
0.0083,88
0.0417,28.2
0.0083,42
0.0167,33.5
0.0167,65.5
0.0333,44
0.025,75.6667
0.0167,48.5
0.0583,43.4286
0.0417,42.6
0.0583,45.1429
0.025,46.3333
0.0333,26.75
0.0083,47
0.0167,66.5
0.0083,34
0,0
0.0083,44
0.0417,67
0.0417,42.8
0.0083,67
0.0417,43.6
0.0083,27
0,0
0.0917,68.2727
0.0083,41
0.0083,35
0.0417,51.8
0.0333,31.25
0.0333,32.5
0.0083,51
0.075,69
0,0
0.0083,27
0.0083,53
0.0083,33
0.0417,61.8
0.0083,37
0.0667,59.125
0,0
0.0167,57.5
0.0083,45
0.025,84.3333
0.0167,31.5
0,0
0.0083,33
0.0333,74
0,0
0,0
0.025,39
0.0583,52.5714
0.0167,39.5
0.0167,38
0,0
0.025,64.3333
0.0083,67
0.0417,53
0.0333,67
0.0833,42.9
0,0
0.075,86.7778
0.0167,27
0.0083,36
0.0083,55
0.0167,153
0.0083,73
0,0
0.0167,77
0.05,65.1667
0.0167,70
0.025,29.3333
0.025,56
0.0167,52
0,0
0.05,68.3333
0,0
0.025,40
0.0167,26.5
0.075,40.3333
0.1083,38.6154
0.0083,30
0.0167,77
0.025,80.6667
0.0333,29.75
0.0333,50.25
0.0917,40.1818
0.025,28.6667
0.0333,72.5
0.0333,46
0.0167,67
0.0083,63
0,0
0.0333,30.5
0,0
0.0583,41.7143
0.025,73.6667
0.0167,33
0.05,52
0.0167,35.5
0,0
0.0167,46.5
0,0
0.0167,32.5
0.0083,39
0.05,74.5
0.0083,62
0.0083,92
0.0083,20
0.0167,69.5
0.0083,23
0.0167,142.5
0.025,67.3333
0.0333,48
0,0
0.0083,52
0.0083,70
0.0167,29.5
0.0333,56.25
0.0333,61.75
0.0083,32
0.025,66.6667
0,0
0.0583,37.5714
0.025,55.3333
0.025,46.3333
0.0583,68.1429
0.0167,56.5
0.0333,52.5
0.0083,48
0,0
0.0417,24.8
0.025,71
0.0167,22
0.075,36.7778
0.025,67.6667
0,0
0.0667,25.25
0.025,55.3333
0.0417,75.4
0.0083,32
0.0083,107
0,0
0.0167,31.5
0.0417,69.8
0.0583,25
0,0
0.0167,597.5
0.025,29
0.0083,31
0.0083,29
0.0167,29
0.025,57.3333
0.0333,39.75
0.0083,22
0,0
-1,0
0.0083,38
0.0083,39
0.0417,77.2
0.0167,27.5
0.0167,40.5
0.05,26.5
0.0083,52
0,0
0.0167,55.5
0,0
0.0083,42
0,0
0.1,59.4167
0.025,36.6667
0.0333,73.75
0.0083,38
0,0
0.0417,75.8
0,0
0,0
0,0
0.0167,36
0,0
0.025,64.6667
0.0167,36
0.0417,42.8
0,0
0,0
0,0
0.0083,52
0,0
0.0083,34
0.0083,27
0.0167,61
0.0167,32.5
0.0083,36
0.0167,72
0.0167,36.5
0,0
0,0
0.0333,34.75
0.025,78.3333
0,0
0.0167,27.5
0.0333,96
0.0417,68.2
0,0
0.0083,50
0.0333,45.5
0.0417,37.8
0.025,38.3333
0,0
0.0167,34
0.0417,34.8
0.0167,39.5
0.05,58.5
0,0
0.0083,48
0.0083,91
0,0
0.025,34
0.025,49.6667
0,0
0,0
0,0
0,0
0,0
0.0833,70.1
0,0
0,0
0.0083,37
0,0
0,0
0,0
0,0
0,0
0,0
0.025,48
0,0
0.0083,33
0.1167,103.8571
0.0917,39
0.0083,23
0.0083,56
0,0
0.0583,75.7143
0.0083,32
0.0083,37
0.0417,37.8
0.0083,64
0.0167,89
0.05,60.3333
0,0
0.0083,62
0.0083,38
0,0
0,0
0.0167,50
0,0
0.0667,50.125
0.0083,42
0.0333,42.25
0.0083,66
0.0167,85.5
0.0333,41.5
0.0333,61.5
0,0
0.0333,56.5
0,0
0.0417,69.4
0.075,63.7778
0.0083,28
0.0083,35
0,0
0.0667,45.75
0.025,66.6667
0,0
0,0
0.0083,131
0.0083,56
0.075,41.8889
0,0
0.025,28
0.0417,56
0.0167,81.5
0,0
0.0333,55
0.025,37.6667
0,0
0.1,49.6667
0.0083,54
0.0083,45
0.075,66.5556
0,0
0.0083,34
0.0583,55
0.0333,36.5
0.025,66.6667
0,0
0,0
0,0
0.0333,57
0.0167,95
0.0167,36.5
0.0083,29
0.05,68.8333
0.025,27.3333
0.05,68.8333
0.0417,95.6
0,0
0.0333,27.75
0.025,85
0.025,66.3333
0.0167,64
0.0083,22
0.0083,61
0.0583,52.8571
0.0083,35
0,0
0.0167,63.5
0.0083,28
0,0
0.0083,35
0.0167,214
0,0
0.0083,58
0.025,37.6667
0.0167,84.5
0,0
0.0333,26.75
0.0333,52.75
0.0083,54
0.0167,39
0.0083,29
0,0
0.025,66
0.05,42.5
0.025,38
0.0083,93
0.0083,46
0.0583,62.8571
0.0167,62.5
0,0
0.0083,46
0.0083,55
0.025,28
0.0417,50
0.075,51.6667
0.0083,82
0.05,34.3333
0.0333,36.25
0,0
0,0
0.0083,56
0.0833,59.4
0.05,28.6667
0.025,70
0.0167,24
0.0083,35
0.025,39.3333
0.0083,53
0.025,29
0.0083,63
0.0333,28
0.0333,61.5
0.025,37.3333
0.025,46.3333
0.0167,30.5
0.0083,54
0.025,73.3333
0.0333,53
0.0833,44.5
0.0167,94
0.0167,68.5
0.0417,52.2
0.1,82.75
0,0
0.05,73.5
0.0333,81
0.0167,60.5
0.0083,39
0.0417,77
0.0083,34
0.0333,69.25
0.0167,57.5
0.0917,26.1818
0.0833,69
0.0083,23
0.0667,83.375
0.025,37.3333
0.0167,29.5
0.0083,55
0.0417,118.8
0.0333,29.25
0.0083,53
0,0
0,0
0.05,29.1667
0.0083,53
0.0083,62
0.05,45.3333
0.0083,58
0,0
0.025,48
0.0083,64
0.0333,41.75
0.0167,28
0.05,54
0.0083,88
0.0167,241.5
0.0333,62.5
0.0333,43.25
0,0
0.05,50.8333
0,0
0,0
0.0083,53
0.025,69
0,0
0.0083,26
0.0083,30
0.0083,61
0.0417,62.4
0.025,23.3333
0.0417,29
0.025,26
0.0417,95
0.0083,39
0.0333,65
0.0083,496
0.025,52.3333
0.025,106
0,0
0.0167,34
0.0333,46.25
0,0
0.0583,43.8571
0.025,58.3333
0.0917,80.3636
0,0
0.025,106
0.0083,32
0.0083,51
0,0
0.025,76.6667
0.0417,55.8
-1,0
0.0167,54.5
0.0083,55
0.025,65.3333
0,0
0.0083,33
0.0583,56.4286
0.0333,23.75
0.0667,55.125
0.0417,41.8
0.025,72.3333
0.0083,64
0.0417,44.2
0,0
0.0583,67.5714
0.075,41.2222
0.05,77.6667
0.0083,66
0.0333,54.75
0.0083,56
0.0083,69
0.05,35.3333
0.0583,30.2857
0,0
0.0083,47
0.05,44.6667
0,0
0.0083,40
0.0417,24.8
0,0
0.025,58
0.025,29.6667
0.1167,81.8571
0.0083,38
0.0167,40
0.025,114.3333
0.0083,39
0.0167,47.5
0.025,33
0,0
0.0417,51.6
0,0
0.1,35.6667
0.0417,234.6
0.0167,64
0.0083,47
0.025,75.3333
0.0417,31.4
0,0
0.0833,44
0.0083,46
0.025,51.6667
0.0583,61
0.0167,39.5
0.0167,68.5
0.0333,76
0.025,36.6667
0.0167,68.5
0,0
0.0083,44
0.0167,27.5
0.025,37.6667
0.025,36.6667
0.0167,44.5
0,0
0,0
0.0083,23
0.0167,27.5
0.0417,63.8
0.0333,69.25
0,0
0,0
0.0167,27
0,0
0.0167,51.5
0,0
0.0333,80
0.025,54.6667
0.0083,60
0,0
0.0167,61.5
0.0083,59
0.025,44
0.0417,53.6
0.05,29.8333
0,0
0.05,36
0,0
0,0
0.1167,88.8571
0.0333,47.75
0.0333,58.75
0.075,57.7778
0.0083,19
0,0
0.0667,62.625
0.0167,70
0.0417,73
0.0417,76
0.05,55.8333
0.0083,62
0.0333,36.25
0.0083,41
0.0083,50
0.0083,50
0,0
0.0083,68
0.0083,63
0.0083,31
0.0333,75.25
0,0
0,0
0,0
0.0167,20.5
0,0
0.0667,96.5
0.025,41.3333
0.0083,31
0.0083,87
0,0
0.0083,32
0.0167,280
0,0
0.0167,35
0.0083,46
0.025,73.3333
0.0083,39
0.0083,72
0.0083,121
0.025,73.3333
0,0
0.025,68.6667
0.0083,23
0,0
0,0
0.025,27.6667
0.0833,37.3
0,0
0,0
0.0083,56
0,0
0.0083,32
0.0167,29.5
0.0167,71.5
0.0167,64.5
0.0083,34
0.0083,19
0.0167,79
0.025,20
0.025,68.3333
0.0167,42
0.0417,51.2
0.0167,30.5
0,0
0,0
0,0
0.0083,57
0.0083,48
0.0417,76.6
0.0083,39
0.0167,85
0.0083,26
0.0083,26
0.0417,36
0.0083,20
0.025,117.6667
0.0417,68.8
0.0167,49.5
0,0
0.025,37.6667
0.0167,37.5
0.0167,66.5
0,0
0.0083,114
0.0167,37
0.0167,84.5
0.0167,53
0.0333,29.75
0.025,84
0.0083,73
0,0
0,0
0.0083,36
0.0417,58.4
0,0
0.0167,33.5
0.05,73
0,0
0.0167,59
0,0
0.025,112.6667
0,0
0.025,45.3333
0,0
0.0083,65
0,0
0.0417,48.8
0.0833,60
0.0167,27.5
0,0
0.0083,176
0.0417,30.4
0.0167,31.5
0,0
0.0083,25
0.025,30.3333
0.0167,61
0.0083,20
0,0
0.0333,36.25
0.0417,95.6
0.0333,34
0.0083,113
0.0167,70
0,0
0.0333,60
0.025,54.6667
0,0
0.025,63
0.0083,48
0.0167,55.5
0.0083,39
0,0
0.05,57.6667
0.0333,48.25
0,0
0.0333,32
0,0
0.025,65
0.0333,37.25
0,0
0.0083,35
0.0083,57
0.0417,66.6
0,0
0.025,33.6667
0.025,38
0.05,73.1667
0.0417,40.6
0.0583,46
0.0333,70.25
0.0167,63
0.0583,77.7143
0,0
0.0667,31
0.0083,36
0,0
0.0083,61
0,0
0.05,24
0,0
0.0667,50.875
0.025,35
0.0583,35.8571
0,0
0,0
0.0167,36
0.0083,31
0,0
0,0
0.0167,77.5
0.0167,24.5
0.0167,20.5
0.0667,54
0.0083,55
0,0
0.0417,38.4
0.0667,45.875
0.0083,34
0.025,67
0,0
0,0
0,0
0.0167,65.5
0.025,59
0,0
0.0333,79.75
0.0083,52
0.0167,28.5
0,0
0,0
0.0167,77
0.025,159.6667
0.0083,68
0.0167,54.5
0.0917,36.5455
0.0083,61
0.025,66.6667
0.025,54
0.0333,37
0.025,31.6667
0.0083,45
0.0333,36
0.025,35.3333
0.075,41.1111
0.0083,64
0.0083,49
0.025,77.6667
0,0
0.075,35.5556
0,0
0.0333,32
0,0
0.0167,60.5
0.0333,60.25
0.0083,63
0.025,31
0,0
0.05,53
0.05,66
0.0083,58
0.0083,27
0.0333,68.25
0.0333,51
0.0583,42.1429
0,0
0.0167,60.5
0,0
0.0167,34
0.05,44.1667
0.025,58
0,0
0.0583,45
0.0333,65
0.0417,41.8
-1,0
0.0083,72
0,0
0.0083,56
0.0417,51.4
0.0583,59.7143
0.0333,69.25
0.0333,38.5
0.0333,71.75
0,0
0,0
0.0083,42
0,0
0,0
0.0167,74.5
0,0
0.0167,36
0.0667,39.375
0.0083,71
0.0083,33
0.0417,38
0,0
0.025,56.3333
0.0083,35
0.0333,89.25
0.05,33.5
0.0083,28
0.025,46.6667
0.0167,57
0,0
0.025,36
0.05,21
0,0
0.0333,26.75
0.0167,62.5
0,0
0.0167,29.5
0.0167,59
0,0
0,0
0.0167,57
0.025,74.6667
0.0667,63.875
0,0
0.0167,36
0.0333,37.75
0.0083,37
0.0417,24.4
0.05,39.5
0,0
0.0167,76.5
0.0333,68.25
0.0083,37
0.0333,66
0.0667,56.75
0.025,85.6667
0,0
0.0167,37
0.0083,65
0.05,38
0.0083,28
0.0667,52.125
0.0167,38
0.0667,41.75
0.0333,65.75
0.0417,54
0.0167,36.5
0.0083,62
0.0083,20
0.0083,27
0.0083,58
0,0
0.025,33.6667
0.0167,35.5
0.0167,32.5
0,0
0.025,79
0,0
0.0083,59
0,0
0.025,106.3333
0,0
0,0
0.0167,33.5
0.0417,29.2
0.0583,39.1429
0.0417,59.6
0,0
0.0333,56
0,0
0.0083,57
0.0083,28
0,0
0.0167,67
0.0167,28.5
0.025,67
0.0083,67
0.05,61.1667
0.0083,28
0.0167,40.5
0,0
0,0
0.0167,27
0.05,25.8333
0.075,42
0.0167,60
0.0167,51
0,0
0.025,30.3333
0.025,39
0.0417,33.2
0.0083,80
0.0083,58
0.0083,62
0.0167,61
0.025,56.3333
0,0
0.0083,26
0.0167,83.5
0,0
0,0
0.0083,48
0.0583,62.1429
0.05,71
0.0583,64.7143
0,0
0.0417,39.2
0.025,72
0.025,60.3333
0.0167,58.5
0.0417,44.4
0,0
0.0583,136
0.0167,35.5
0.0083,72
0.0083,105
0.0333,62.25
0,0
0,0
0.0083,29
0.0083,28
0.0083,28
0,0
0,0
0.025,33.6667
0.0167,53.5
0.025,79.3333
0.0333,36.5
0.025,37.3333
0,0
0.0083,58
0,0
0,0
0.0333,56.75
0.0167,68.5
0.0417,87.2
0.05,40.3333
0.025,74.3333
0.0417,33.2
0,0
0,0
0.0083,64
0.0083,87
0.0417,58.4
0,0
0.0167,66.5
0.025,62
0.0083,85
0.0083,27
0.0167,66
0.0167,63.5
0,0
0,0
0.0417,50
0.025,64.3333
0.0167,27.5
0.0667,54.25
0.05,116.3333
0.0333,73
0.0167,27.5
0,0
0.0167,27.5
0.0083,53
0.0083,46
0,0
0.0083,35
0.0417,64.2
0,0
0.0417,51
0.0083,141
0.0333,69.25
0.0083,51
0,0
0.0333,59
0.0333,74
0.0167,98.5
0.0083,59
0.025,90.3333
0,0
0.0083,33
0,0
0.0083,29
0,0
0.0167,31
0.05,47.6667
0.0167,42.5
0.0333,58
0,0
0.0833,85.5
0.05,38.5
0.0083,65
0.0083,38
0.025,38.3333
0,0
0,0
0.0083,46
0,0
0.0083,59
0.0083,61
0,0
0,0
0.0167,28.5
-1,0
0,0
0,0
0,0
0.025,78.3333
0.0083,55
0.0083,56
0.0083,21
0.0167,85.5
0.0083,53
0.05,78.8333
0.0333,71.5
0.0167,71.5
0.0333,66
0.0583,52.8571
0,0
0,0
0.0167,28
0,0
0.0083,71
0.025,26
0,0
0.05,61
0,0
-1,0
0,0
0,0
0.0083,34
0.025,23.6667
0.025,41.6667
0,0
0,0
0.0333,53.75
0,0
0.0417,73
0.0333,36
0.0167,40
-1,0
0,0
0,0
0,0
0.05,38.5
0.075,33.5556
0,0
0,0
0.075,79
0.025,65.3333
0.0583,69.4286
0.0167,28
0.0083,57
0,0
0.0083,47
0.0083,62
0.0333,31.75
0.0333,64.25
0,0
0.025,49.6667
0,0
0.0583,46.2857
0.0333,56.5
0.0833,104.5
0.0417,166.2
0,0
0.0667,26.125
-1,0
0,0
0,0
0,0
0,0
0.0083,60
0.0167,60
0,0
0.025,45
0.0333,55.5
0.0583,63
0.0083,61
0.0083,40
0.0417,39
0.0167,97
0,0
0,0
0.025,61.6667
0,0
0.0083,29
0,0
0.025,65.3333
0.05,35.5
0,0
0,0
0.0083,97
0.0083,30
0.0417,47.4
0.0167,54.5
0.0417,78.2
0,0
0.0167,87.5
0.0083,63
0.025,61.3333
0.0083,47
0,0
0,0
0.0083,59
0.0083,36
0,0
0,0
0.05,39.1667
0.025,63.3333
0,0
0,0
0,0
0,0
0.0083,24
0,0
0.0667,45.375
0.05,63
0.0083,36
0,0
0.0417,71.6
0.0833,38.1
0.0083,39
0,0
0.0167,26
0.0083,27
0.0417,72.8
0.0167,66.5
0.0333,73.25
0.0417,59
0.0333,56.5
0.0083,64
0.0083,50
0,0
0,0
0.05,66.8333
0,0
0.025,60.6667
0.0083,29
0.0083,62
0,0
0,0
0.0583,80.1429
0,0
0.0167,66.5
0.0333,72
0.0083,31
0.05,48.5
0.025,26.3333
0,0
0.0167,38
0.0167,64
0.0083,46
0.0083,52
0,0
0.025,57.6667
0.0333,65.5
0.0333,64.5
0.05,66.1667
0.0167,48.5
0.0417,61.4
0.025,49.3333
0.0083,67
0.0083,81
0.0083,58
0.0583,69.2857
0.0333,68.75
0.05,72
0.025,72.6667
0,0
0.05,42
0.125,33.9333
0.0083,74
0.0833,62.7
0,0
0.025,32
0,0
0,0
0.0083,44
0.025,49.3333
0,0
0.0333,75.75
0.0167,63
0.025,38.3333
0.0167,42
0.0667,44.375
0.0667,30.25
0.0333,110
0.025,54
0.0167,28
0.0083,142
0.0083,54
0.0167,94.5
0,0
0,0
0.0083,29
0.0167,37.5
0.0083,53
0,0
0.05,89.3333
0.0167,41.5
0,0
0,0
0.0167,28
0.0083,74
0.0417,63.8
0.05,26.8333
0,0
0.025,33.3333
0.0167,30.5
0.0167,25
0.0333,86.75
0.0083,41
0.05,40
0.0667,121.875
0.0083,60
0.0167,30
0.0167,58.5
0.0167,65.5
0,0
0,0
0.05,115
0,0
0.0167,64
0.0083,38
0.0667,38.625
0,0
0.0083,62
0.0083,66
0.0083,73
0.0083,42
0.0167,77
0.0417,31.8
0.0417,61.2
0.0333,56.25
0.0333,52.5
0,0
0,0
0.0167,26
0.0167,30.5
0.05,41.5
0.05,45.5
0.0167,37
0,0
0.0667,69.5
0,0
0.0333,45.75
0.0333,78.5
0.0083,44
0.025,28.3333
0.0083,80
0.0667,40.5
0.0083,50
0,0
0.0417,45.6
0.025,85.3333
0.0167,81.5
0,0
0,0
0.0167,56.5
0.0167,83.5
0.0167,50
0,0
0.05,26
0.0083,64
0.1167,36.9286
0.05,38
0,0
0.0583,42.5714
0,0
0.0167,57.5
0.1083,81.6154
0.0333,85.5
0.025,70.6667
0.0167,27.5
0.05,50.6667
0.0167,63.5
0.1,79.5
0.0333,48.25
0.0167,77
0.0167,65.5
0.0833,46.6
0.0167,29
0.0083,43
0,0
0.0167,28.5
0.0833,74.9
0.0417,71.4
0.0167,34.5
0.0167,54
0,0
0,0
0,0
0.0167,20
0.0167,47.5
0.05,89.6667
0,0
0.0083,47
0,0
0.0167,62
0.025,28
0.0167,70.5
0.0333,55
0.0167,53.5
0,0
0,0
0,0
0.05,76.6667
0.0333,52
0.0083,33
0,0
0.0167,27
0.0167,29.5
0.0167,49
0,0
0,0
0.0083,35
0.0083,60
0.0083,27
0.0083,29
0.0667,32.125
0,0
0.0083,24
0.025,72.6667
0.0333,70
0.025,32
0.025,38
0.05,36.8333
0.0167,54
0,0
0.0167,37
0.025,65.6667
0.0083,50
0,0
0.0083,67
0.0083,81
0,0
0.0333,74.25
0.0167,55.5
0.0083,29
0.0083,35
0.05,83
0,0
0.0583,45.8571
0.0167,43
0.0417,72
0.0083,28
0,0
0.0417,55.2
0.05,55.3333
0.0417,38.6
0,0
0.025,37.3333
0.0083,75
0,0
0.05,79
0.0333,19
0.025,85.6667
0.0333,50.75
0.0167,67.5
0.0333,89.5
0,0
0.0667,41.75
0,0
0,0
0.05,62.6667
0.075,81.8889
0.0417,66
0,0
0.0083,62
0.0167,24.5
0.0167,37.5
0.0583,50.1429
0.0167,79
0.0167,77.5
0.025,231.6667
0.0167,28
0.0417,53.2
0.0417,35.6
0.0667,37.625
0.025,66
0.025,62.6667
0.0083,29
0.025,38.3333
0.025,29.3333
0.0167,72
0,0
0,0
0.0167,46.5
0.0167,53.5
0.0083,55
0,0
0,0
0.0417,68.2
0,0
0,0
0.0167,54.5
0.05,40.8333
0.075,53.2222
0.0083,72
0.0167,25.5
0,0
0.0083,44
0.05,81
0.0083,28
0,0
0.0417,38.6
0.0167,39
0.05,38.6667
0,0
0,0
0.025,39.6667
0.0167,47
0,0
0.05,46.1667
0.0667,79.375
0.025,25
0.0167,45.5
0.05,81.3333
0,0
0.0333,72
0.0167,28
0.025,28.3333
0.0333,47.5
0.05,62.6667
0,0
0,0
0.0833,61
0,0
0.075,62.6667
0.0417,70.4
0,0
0.0417,36.6
0.0667,58.125
0.0333,55.5
0.0417,76.6
0,0
0.0167,34.5
0.0417,39.6
0.0417,37.8
0.0583,138.1429
0.0083,63
0,0
0.0583,198.7143
0.0417,26.2
0.0083,52
0.0083,36
0,0
0.025,58.6667
0.0417,36.6
0.0083,56
0,0
0.0167,67.5
0.1,85.3333
0.0333,60
0.0083,34
0.025,38.6667
0.0083,84
0.0083,114
0,0
0.025,52
0,0
0.0083,26
0.0083,46
0.0167,90
0.0417,44.4
0.0083,55
0.025,49
0.025,56
0.025,21.6667
0.0417,43.8
0.0083,139
0.05,63.1667
0.05,29.6667
0.0667,36.125
0,0
0.025,32.3333
0.0167,23.5
0.0167,55.5
0.0083,39
0.05,42.8333
0,0
0.0333,44.75
0.025,70
0,0
0.0083,85
0,0
0.0083,140
0.0083,66
0.0167,205
0.0083,55
0.025,69.3333
0,0
0.0417,61.2
0.0167,44.5
0.0167,54.5
0.0083,31
0,0
0.0583,66.2857
0.0083,28
0,0
0.0417,43.6
0.025,63.6667
0.0333,39.25
0.0917,49.8182
0,0
0.05,63
0.025,54.3333
0.0333,55
0.1083,93.0769
0.0167,27
0,0
0.0083,67
0.0083,21
0.0083,59
0.0083,39
0.0083,566
0,0
0,0
0.0333,41
0.0333,62
0.0167,30
0,0
0,0
0.0333,64
0.0083,39
0.0417,83.4
0.0333,43
0,0
0,0
0.0083,53
0.0167,39.5
0.125,49.5333
0,0
0.0583,45.1429
0.025,47.6667
0.0167,28.5
0.0333,46.75
0,0
0.0083,27
0.025,39.6667
0,0
0.0583,78.5714
0.0167,29
0.0167,77
0,0
0,0
0.0333,62.5
0.0417,107.4
0.0167,30
0.0167,31.5
0.0333,54.75
0.0167,65.5
0.0167,34.5
0.0833,46.8
0.0417,55.2
0.0417,37.4
0.05,100.6667
0.0417,41.2
0.0833,51.9
0.0167,19.5
0.0083,70
0.0417,66.2
0.05,41.8333
0.0583,34.8571
0.0083,33
0.05,47.1667
0.0167,56
0,0
0.0083,65
0.025,27.6667
0.0167,119
0.075,82.2222
0.0167,73.5
0.075,38.2222
0.025,33
0,0
0.025,99
0,0
0.05,47
0.0667,42.125
0.0083,65
0,0
0.05,28.6667
0.025,30.6667
0.0167,40.5
0.025,73.6667
0.0583,69.2857
0.0083,35
0,0
0.025,65.6667
0.025,69.6667
0.0583,67.2857
0,0
0.0917,65.6364
0.1,30.4167
0.025,39.3333
0,0
0.0583,46.5714
0.0083,43
0.0417,84.4
0.0083,31
0.025,46
0.0083,35
0,0
0.025,59.3333
0.0167,35.5
0.0083,63
0.0333,111.5
0.0167,55.5
0,0
0,0
0.0083,22
0.025,66.6667
0.0333,31
0.0083,35
0.0333,72
0.0167,49
0.05,66
0.0583,58.4286
0.0083,30
0.0083,37
0.0083,20
0.025,63.3333
0.0333,57.25
0.0083,33
0.025,41
0.025,73
0,0
0.0083,25
0.0083,46
0.025,54.6667
0.075,81.1111
0.05,59.6667
0.0083,59
0.0167,38
0.0083,23
0.0583,85.4286
0.1083,64.2308
0.0167,38.5
0.0417,77.8
0.0583,72.2857
0.0083,39
0.0417,59.8
0,0
0.0083,36
0.0417,67.8
0,0
0.025,93.6667
0.05,88.1667
0.0333,71.5
0.0167,64
0.0083,28
0.0333,44.75
0,0
0,0
0.0167,148.5
